name,co2,wfp
baby potatoes blue bliss,0.81,575.0
raspberry preserves cup preserves,0.64,413.0
zucchini cut rounds rounds,0.81,750.5
bunch broccoli use flowers,0.57,336.0
medium onion walla wallas,0.22,290.0
Robin Hood oats,0.67,1788.0
cream amount approximate,5.45,3838.0
potatoes lb kg,0.81,575.0
currants eyes,0.64,499.0
ginger tsp dry,0.84,1657.0
Parmesan Asiago Feta,9.59,5253.0
nuts walnuts Hazel choice,2.06,11264.0
cut head broccoli,0.57,336.0
flour flour wheat germ bran,0.57,1639.0
tones citrus,0.34,457.0
coffee creamer flavor hazelnut,5.45,3838.0
jar pasta sauce tomato,1.21,1508.0
pistachios coarsley,1.6,11363.0
taleggio cheese,8.93,5253.0
Caribbean food stores cup curd farmer Mexican Caribbean food stores,0.43,5053.0
tomatoes vegetables,0.81,339.0
orzo pasta rice,1.21,1508.0
gingerroot juice,0.84,1657.0
spices cheesecloth,8.93,5253.0
wine matter,0.66,524.0
land eggs,3.2,2562.0
baby potato blend,0.24,555.0
vegetables choice peas,0.81,339.0
beans cut lengths,2.26,801.0
firm tomatoes firmness,0.45,41.0
package fruit cherry fruit punch flavor,0.46,1506.5
pints raspberries pints,1.18,748.0
spinach Shredded,0.81,834.0
pecorino romano cheese locatelli,8.93,5253.0
tomato sauce Hunt Tomatoes Sauce Basil Garlic Oregano,0.25,589.0
fennel powder,0.33,362.0
melons,0.61,1506.5
fennel bulbs cut inch pieces,0.33,362.0
sofrito sauce casero onion bell garlic cilantro,0.25,589.0
oat bran cup wheat bran,0.67,1788.0
giant cut broccoli sauce,0.57,336.0
ginger dercoration optional,0.84,1657.0
nutmeg cinnamon,0.84,15526.0
orzo pasta rice pasta ounces,1.21,1508.0
margarine sat trans,1.39,1324.0
pork beans Van Camps etc,2.26,801.0
tomatoes basil oregano onions garlic,0.25,589.0
dash cinnamon preserves,0.84,15526.0
wine alcohol,0.66,524.0
medium pasta shells gemelli,1.21,1508.0
stir fry peppers onions,0.22,290.0
liquid pepper,0.65,379.0
paraffin wax ounces butter,8.48,5659.0
peach nectar peach juice,0.45,1979.0
cream celery soup preference,5.45,3838.0
plantain round slices,0.32,1602.0
cham sauce recipe ID Nuoc Cham Vietnamese Spicy Fish Sauce,2.2,2313.5
tomato sauce use notetemplate,0.45,41.0
lemon peel lemon zest,0.34,642.0
style chunky peanut butter,8.48,5659.0
tomato cut,0.45,41.0
tomatoes family size,0.45,41.0
nuts almonds walnuts,1.88,11264.0
quality tomato sauce,0.45,41.0
apple juice cups nectar,2.86,1140.0
spinach coarse water,0.81,834.0
mozzarella cheese Cubed,8.93,5253.0
bell pepper coarsley,0.65,379.0
spinach torn advance,0.81,834.0
dairy margarine becel,1.39,1324.0
oil watermelon,0.61,1506.5
honey sweetness peaches,0.45,1979.0
pepper recipe,0.65,379.0
rice wine sherry aunt,0.66,524.0
bunch onion depends taste,0.22,290.0
turnip cut inch cubes,0.25,195.0
eggplant eggplants,0.19,362.0
biscuits buttermilk cans,8.48,5659.0
tubes buttermilk biscuits ounce package Pillsbury Grands buttermilk biscuits,8.48,5659.0
slices bacon cut halves slices,5.99,6116.0
eggplants inch round disks,0.19,362.0
cannellini beans amp,2.26,801.0
vermicelli tablespoons pasta,1.21,1508.0
cut pieces skinless breasts skillet oil butter margarine,1.39,1324.0
vegetables carrots carrots,0.81,750.5
prosciutto PROSCUITTINI AKA Pepper Ham Black Peppered Ham prozuttini,0.65,379.0
raspberry ok,0.64,413.0
milk oatmeal,0.67,1788.0
kirsch cherry brandy,0.46,1506.5
lime juice lemon,0.34,642.0
tomato brand zesty tomato sauce,0.45,41.0
oil onion garlic,0.25,589.0
ground lime loomi,0.34,642.0
butter butter salt,8.48,5659.0
farfalle pasta pasta choice,1.21,1508.0
cream coconut Coco LÃƒ pez,5.45,3838.0
medium onions medium template rings,0.22,290.0
crisp,1.35,1423.0
topping cup cream,5.45,3838.0
pureed peach,0.45,1979.0
wheat macaroni,0.57,1639.0
popcorn butter salt,8.48,5659.0
mozzarella ball bocconcini inch diameter,8.2,5253.0
pieces cutlets block tofu protein source,2.27,1724.0
mascarpone room temperature,5.45,5253.0
pepper seeds membrane pepper,0.65,379.0
bananas rounds,0.34,748.0
cod filets,3.08,2782.0
dash lemon essence,0.34,642.0
pepper flakes curry powder kick,0.65,379.0
rotini pasta Tri color,1.21,1508.0
ripe tomatoes template,0.45,41.0
use realemon,0.34,642.0
asparagus spears,0.83,2150.0
size jalapeno peppers lengthwise seeds,0.65,379.0
bulk quinoa,0.97,1618.0
slice pineapple cut wedges,0.25,622.0
kernel corn bell peppers,0.65,379.0
cheese Maytag,8.93,5253.0
sub walnuts,2.06,11264.0
rigatoni pasta dente,1.21,1508.0
cucumber cut dice,0.27,353.0
tomatoes wedges core,0.45,41.0
butter health nuts TBSP,8.48,5659.0
bean pod,0.43,5053.0
mozzarella cheese strips,8.93,5253.0
coconut milk sweet,0.54,2030.0
Nestle chocolate,3.16,20717.0
medium tomatoes salt pepper,0.65,379.0
potatoes thick wedges,0.81,575.0
bell peppers colors orange,0.3,654.0
lemons Zest juice,0.34,642.0
Hershey chocolate kisses count,3.16,20717.0
onion need,0.22,290.0
loaf Texas toast thick bread Sliced lb,0.86,667.0
package chocolate chips Hershey Special Dark,3.16,20717.0
medium potatoes skins nutrition,0.81,575.0
cranberry sauce Mrs Cobb ingredient,0.64,276.0
onion bit,0.22,290.0
apple spartan,0.25,622.0
lemon tablespoons,0.34,642.0
zucchini press liquid,0.81,750.5
pepper flakes teaspoon pepper sauce,0.65,379.0
half half cream directions,5.45,3838.0
slice bread one,0.86,667.0
tomato sauce Bertolli cheese,8.93,5253.0
ricotta cheese milk til,8.93,5253.0
wine harvey bristol cream,0.66,524.0
cream chicken soup cream mushroom,5.45,3838.0
almonds method,1.88,11264.0
spinach stalks,0.81,834.0
garlic amp,0.25,589.0
candy bars butterfingers snickers butter cups bars milky ways,8.48,5659.0
espresso teaspoon template,0.55,960.0
sugar tablespoons cane sugar,0.62,1724.0
pinch dry pepper,0.65,379.0
sweet potatoes cm wedges,0.81,575.0
lemon curd use,0.34,642.0
vanilla extract teaspoon peppermint extract,0.65,379.0
banana chip,0.34,748.0
potato water cup water,0.24,555.0
beer water,0.69,155.0
nutella cup chocolate spread,3.16,20717.0
celery teaspoon template,0.33,362.0
seedless oranges segments,0.3,654.0
peanut butter kind sugar,8.48,5659.0
livarot cheese,8.93,5253.0
gold potatoes inch thick mandoline,0.81,575.0
package chocolate pudding pkg directions,3.16,20717.0
slices Stilton cheese,8.93,5253.0
beef cut cubes salt ground pepper,0.65,379.0
slice sourdough bread,0.86,667.0
containers cream cheese spread,8.93,5253.0
slices salmon Irish salmon,3.37,2193.0
coconut cream optional,5.45,3838.0
head romaine lettuce leaves,0.41,237.0
containers tomatoes containers,0.45,41.0
oil banana,0.34,748.0
yukon gold potatoes template inch pieces,0.81,575.0
milk ricotta cheese,8.93,5253.0
fryer chickens quarters quarters,0.57,1554.0
peas tbsp,0.81,850.0
ice wine,0.66,524.0
watermelon seedless,0.61,1506.5
yam cold butter milk,8.48,5659.0
spinach flavor plain,0.81,834.0
tomato sauce Prego,0.45,41.0
baby carrots bag,0.81,750.5
onion salt pepper,0.22,290.0
vanilla extract teaspoons grapeseed oil,1.79,4301.0
toll house butterscotch chips,8.48,5659.0
baby mozzarella,8.2,5253.0
slices tomatoes tomato,0.45,41.0
medium vidalia onions medium onions,0.22,290.0
tomato sauce cups sauce,0.45,41.0
peanut butter creamy work,8.48,5659.0
sauce Vegetarians substitute Tbsp Golden Mountain Sauce Tbsp soy sauce,1.46,613.0
cooking oats processor,0.67,1788.0
pasta oz,1.21,1508.0
rice gm,2.19,1597.0
rice vinegar cider vinegar lemon juice,0.34,642.0
loaf rye bread,0.86,667.0
package bread wheat,0.86,667.0
butterscotch ounce butterscotch liqueur,8.48,5659.0
butter cut pieces buttering pans,8.48,5659.0
pear Cored,0.45,1979.0
coleslaw mix carrots angel hair slaw head cabbage,0.81,750.5
sun tomato slices package instructions,0.45,41.0
pureed ripe banana,0.34,748.0
cucumber medium seedless,0.27,353.0
cheese cup parmigiano reggiano cheese sauce passing,8.93,5253.0
yolk eggs,3.2,2562.0
medium lake trout Feel types mild fish,5.19,2313.5
cloves addition,0.84,61205.0
radishes mandoline,0.25,272.0
broccoli slaw,0.57,336.0
raisins cranberries blueberries cup fruit,0.81,2636.5
saffron thread amount boiling water,0.84,731000.0
yams potato,0.24,555.0
butter teaspoon template,8.48,5659.0
halibut firm fish fillets,2.2,2313.5
tomatoes ones,0.45,41.0
butter pieces ounces sticks,8.48,5659.0
butter tablespoon template fat,8.48,5659.0
spinach need,0.81,834.0
peppers topping cup pepper medium reserve topping,0.65,379.0
boxes Jiffy mix mix eggs milk directions,3.2,2562.0
plums choice jam,0.32,2180.0
dashes salt pepper,0.65,379.0
chow mein rice noodles ounces,2.19,1597.0
sun tomato oil ripe cherry tomatoes,0.46,1506.5
carrots sugar water chestnuts ounce bag corn carrots peppers,0.81,750.5
chili tomatoes amount stewed,0.45,41.0
fin tuna,3.68,2313.5
yukon gold potatoes lb,0.81,575.0
medium strawberry,0.61,413.0
slices bacon lengthwise strips,5.99,6116.0
meal wheat wheat germ,0.57,1639.0
onion looks,0.22,290.0
seedless cucumber lengthwise use option,0.27,353.0
fennel bulb core,0.33,362.0
cold rice medium grain,2.19,1597.0
container cream cheese plain,8.93,5253.0
loaves party rye rounds,0.57,1554.0
liquid pepper sauce,0.65,379.0
slices wheat bread slices bread preference,0.86,667.0
bread loaf cut lengthwise,0.86,667.0
okra tops,0.33,576.0
powder clove garlic half TSP,0.84,61205.0
pure vanilla bean paste,0.43,5053.0
ground nuts walnuts,2.06,11264.0
seedless grapes mixture,0.31,608.0
bosc pears cut cubes cups,0.45,1979.0
jar apricot preserves ounce jar peach preserves,0.3,1287.0
lettuce leaf romaine,0.41,237.0
sun tomato oil cut sprinkles,0.45,41.0
flounder fillets microwave,5.19,798.0
wraps wheat choice,0.57,1639.0
medium zucchini oz,0.81,750.5
fennel cut half matchsticks,0.33,362.0
carrot cut inch slices,0.24,195.0
packed potatoes,0.81,575.0
lamb goat meat cubes,0.67,1788.0
butter sweet butter,8.48,5659.0
cream choice vanilla ice cream,5.45,3838.0
medium desiree potatoes,0.81,575.0
ghee butter oil,8.48,5659.0
apple kind,0.25,622.0
bartlett pears works,0.45,1979.0
bunch onions bunch use string,0.22,290.0
mango papayas guava,0.32,1800.0
chocolate velvet millstone grind coffee tablespoons chocolate template,3.16,20717.0
cheese size sausage,8.93,5253.0
cheddar cheese brick melting cheese,8.93,5253.0
chocolate crumb pie shell oz,3.16,20717.0
cream pureed cottage cheese,8.93,5253.0
cloves side chef knife,0.84,61205.0
pepper teaspoons,0.65,379.0
margarine SUBSTITUTIONS,1.39,1324.0
cauliflower cut dice,0.31,285.0
oil substitute applesauce,0.25,622.0
pasta kind Rotini Bowtie,1.21,1508.0
peel pith,5.19,2313.5
packet mix pearl barley lentils vegetables,0.81,339.0
bias carrot,0.24,195.0
slices bacon crispy bit size pieces,5.99,6116.0
berry applesauce snack cups,0.25,622.0
yeast Fleischmann Bread Machine Yeast,0.86,667.0
wheat rise,0.57,1639.0
romaine lettuce cups size pieces,0.41,237.0
currant jelly currant,0.64,499.0
cherry use,0.46,1506.5
package cream reg fat,5.45,3838.0
wheat cup,0.57,1639.0
potato starch g,0.24,555.0
ctn cream,5.45,3838.0
packages au gratin potato mix,0.24,555.0
butternut pumpkin squash,8.48,5659.0
ginger paste recipe garlic piece ginger,0.25,589.0
cloves anise,0.84,8280.0
package spinach need,0.81,834.0
chickpeas okay,0.81,850.0
slices onions rings paper thin,0.22,290.0
eggplants slices,0.19,362.0
dove chocolate candies,3.16,20717.0
onion sweet variety,0.22,290.0
rice see note,2.19,1597.0
ripe tomatoes cut wedges,0.45,41.0
slices seed bread slices bread,0.86,667.0
rice sushi,2.19,1597.0
half half milk cup cream,5.45,3838.0
package lipton beef onion soup mix,0.22,290.0
penne pasta elbow shells,1.21,1508.0
beans water ounces,2.26,801.0
buttermilk ALMOST cups,8.48,5659.0
pepper fine medium ground,0.65,379.0
buttermilk tablespoon vinegar milk cup,8.48,5659.0
cheddar cheese queso Panela,8.93,5253.0
medium head cauliflower parts,0.31,285.0
package sides rice mix brand,2.19,1597.0
peanut butter subsitute peanut butter cup Nutella,8.48,5659.0
spicy peanuts,0.45,1979.0
rigatoni pasta ounces,1.21,1508.0
onion cut half root onion chop,0.22,290.0
squash judgement,0.33,336.0
tuna tuna steak,3.68,2313.5
raspberry jam cherry strawberry,0.46,1506.5
orange juice Simply Orange Juice,0.46,1019.0
pepperoncini peppers cup pepper,0.65,379.0
butter butter margarine,1.39,1324.0
arborio rice risotto style Arborio Italian rice,2.19,1597.0
roma tomatoes medium template,0.45,41.0
celery root inch,0.33,362.0
cinnamon candies Cinnamon Imperials,0.84,15526.0
cream dip notetemplate,5.45,3838.0
honey crunch wheat germ,0.57,1639.0
medium apples chunks cups,0.25,622.0
olives ripe olives,0.64,3015.0
maraschino cherry stem,0.46,1506.5
pasta farfalle g template,1.21,1508.0
vanilla bean lengthwise tsp mL vanilla,0.43,5053.0
maraschino cherry garnish,0.46,1506.5
peas Use frozen peas,0.81,850.0
sparkling water,5.19,2313.5
bulgur rice supermarkets,2.19,1597.0
crusty rolls roll telera hoagie bread roll,0.86,667.0
parmigiano reggiano cheese side box grater,8.93,5253.0
packages smarties candies packages chocolate candy,3.16,20717.0
espresso powder coffee granules,0.55,960.0
almonds ground blender food processor raw,1.88,11264.0
slices home bread slices wheat bread,0.86,667.0
soup pasta ounces pieces,1.21,1508.0
walnut halves cup template,2.06,11264.0
cheese N cheese,8.93,5253.0
wheat flour mix wheat purpose,0.87,1849.0
plum pulp Damsons,0.32,2180.0
jasmine rice g,2.19,1597.0
artichoke hearts ounce frozen packages,0.33,818.0
bread rounds half bread,0.86,667.0
plantains bananas ripe cubes,0.34,748.0
chili beans juicy kind Style brand beans,2.26,801.0
Grand Marnier teaspoon orange juice,0.46,1019.0
pineapple chunk use,0.25,622.0
package bread jour rolls,0.86,667.0
fennel bulb stalks,0.33,362.0
pillsbury layers buttermilk biscuits,8.48,5659.0
cookies,1.53,2902.0
crisp bacon pieces,5.99,6116.0
food mayonnaise,1.46,572.0
pineapple sauce fruit juice sweet,0.25,622.0
peaches peaches juice,0.45,1979.0
jar blackberry ounce jar strawberry preserves,0.64,413.0
potatoes Hickory Sticks brand name,0.81,575.0
onion Diced Red Green Sweet Etc Choice,0.22,290.0
medium eggplant thick,0.19,362.0
package cherry cranberries Craisins,0.46,1506.5
toblerone milk chocolate,3.16,20717.0
onions bunch,0.22,290.0
slices medium onions,0.22,290.0
rotini pasta wheat pasta,1.21,1508.0
peanut butter cup,8.48,5659.0
raisins nuts chips fruit strikes fancy,0.81,2636.5
vanilla ice cream rice dream,5.45,3838.0
cheese powdery stuff,8.93,5253.0
cream use half half cream fat milk,5.45,3838.0
cheese style Monterey Jack cheddar,8.93,5253.0
parmigiano reggiano pricy worth,9.59,5253.0
zucchini lengthwise cups,0.81,750.5
half wheat,0.57,1639.0
dash cinnamon dash cinnamon sugar,0.84,15526.0
pasata tomatoes,0.45,41.0
package vegetables Green Giant Valley Selections California Mix,0.81,339.0
ginger teaspoon turmeric,0.84,1657.0
dairy coffee creamer flavor choice plain,5.45,3838.0
almond extract teaspoon coffee extract,1.88,11264.0
slices Naan pita flatbread,0.86,667.0
sec tablespoons orange liqueur,0.3,654.0
box onion soup mix envelopes,0.22,290.0
Brien potatoes Von,0.81,575.0
quarts tomatoes buckets tomatoes,0.45,41.0
cream cheese cubes Neufchatel,8.93,5253.0
orange peel finel,0.3,654.0
avocados halfed ripe,0.54,1805.0
apples peelings,0.25,622.0
orange blossom water mazaher,0.3,654.0
yogurt use butterfat yogurt fat,8.48,5659.0
tasty cheddar cheese,8.93,5253.0
granny smith apple ones,0.25,622.0
milk cup half half cream,5.45,3838.0
coconut ounces recipe,1.07,1971.0
jar wine sauerkraut,0.66,524.0
eggplant size pieces,0.19,362.0
slices lemons peeler inch,0.34,642.0
cherry rum,0.46,1506.5
potatoes casserole,0.81,575.0
carrots cups,0.81,750.5
cream g,5.45,3838.0
shallots pint pearl onion,0.22,290.0
rum tablespoons apple juice,2.86,1140.0
beer optional,0.69,155.0
portions yellowtail fish fillets,2.2,2313.5
miniature semisweet chocolate chips cups,3.16,20717.0
medium carrots bite strips,0.81,750.5
hair pasta dente warm,1.21,1508.0
pepper flakes heat level,0.65,379.0
milk mozzarella oz,8.2,5253.0
bacon prosciutto,5.99,6116.0
cheddar cheese inch pieces,8.93,5253.0
espresso tablespoon espresso powder cup boiling water,0.55,960.0
pecans rice krispies,2.19,1597.0
cooking oats cup oats,0.67,1788.0
cooking barley barley cooking barley minutes cooking time,0.48,1423.0
oil Sun Dried Tomato,0.45,41.0
fennel wedges,0.33,362.0
lemon peel pith part,0.34,642.0
envelope pink salmon pouch,3.37,2193.0
lesueur peas,0.81,850.0
rice flour cup cornstarch,2.19,1597.0
ground pistachios tastes,1.6,11363.0
eggplants cut nuggets inch,0.19,362.0
rice aborio,2.19,1597.0
port wine quality,0.66,524.0
wine merlot cab,0.66,524.0
cheese template top casserole,8.93,5253.0
package sugar peach Jello,0.45,1979.0
medium bell pepper cut strips,0.65,379.0
cloves thin,0.84,61205.0
bacon fat tablespoons,5.99,6116.0
substitute potatoes,0.81,575.0
lime vodka,0.34,642.0
pepper house,0.65,379.0
Baileys Irish Cream taste hand flavor,5.45,3838.0
onion shallots onion,0.22,290.0
blood oranges,0.3,654.0
butter cookie sheet hand works,8.48,5659.0
tomatoes hand mixer tomatoes,0.45,41.0
medium potatoes family potatoes,0.81,575.0
oats flakes,0.67,1788.0
slices bread pieces,0.86,667.0
lingonberry,5.19,2313.5
medium zucchini rounds,0.81,750.5
loaf round bread loaf rye bread,0.86,667.0
tahini butter ew,8.48,5659.0
slices crusts bread heels,0.86,667.0
bechemel cream,5.45,3838.0
mangoes cup template,0.31,1855.0
raisins Raisinets fix idea recipe,0.81,2636.5
potatoes toast,0.81,575.0
spinach moisture,0.81,834.0
Europes Best Sunburst Mangoes,0.31,1855.0
coconut oil tastiest ingredient,2.11,4490.0
butter lettuce leaves template,8.48,5659.0
dash pumpkin pie spice dash template,0.24,336.0
fat ricotta gram ounce,5.45,2470.5
apple pie oz cans,0.25,622.0
wheat cereal e g Puffed Kashi,0.57,1639.0
zucchini squash combo,0.81,750.5
coconut milk broth cups,0.54,2030.0
powder horseradish,0.25,272.0
pieces bacon sausage patty,5.99,6116.0
beans Diana Neals recipe beans Recipezar notetemplate,2.26,801.0
cheese Cheddar dish,8.93,5253.0
serve hair pasta,1.21,1508.0
head cauliflower stem,0.31,285.0
strawberry thawed,0.61,413.0
oil Spinach,0.81,834.0
rice Brown,2.19,1597.0
coriander sprigs KEEP leaves sauce,0.84,8280.0
chili tomatoes,0.45,41.0
box tofu ounce box template,2.27,1724.0
pasta sauce spicy,1.21,1508.0
butter oleo,8.48,5659.0
cheddar cheese room temp,8.93,5253.0
bunch asparagus inch pieces pound,0.83,2150.0
parsley spring onions,0.22,290.0
plastic jar marshmallow cream use fluff,5.45,3838.0
wheat pizza crusts ounce wheat pizza dough,0.57,1639.0
zucchini equiv pound,0.81,750.5
beef tomatoes,0.45,41.0
date syrup date molasses Arabic Middle Eastern shops,0.81,2636.5
butter Earth Balance Spread,8.48,5659.0
seedless grapes garnish,0.31,608.0
fryer chicken cut pieces,0.57,1554.0
potatoes russets potatoes russets,0.81,575.0
orange rind strawberry,0.3,654.0
medium potato sticks x inch,0.24,555.0
brie cheese ounces cheese choice,8.93,5253.0
